matchid,venue,innings,striker,bowler,runs
598048,M Chinnaswamy Stadium,2,MA Agarwal,DW Steyn,1
598048,M Chinnaswamy Stadium,2,CH Gayle,I Sharma,4
598048,M Chinnaswamy Stadium,2,MA Agarwal,NLTC Perera,0
598048,M Chinnaswamy Stadium,2,CH Gayle,NLTC Perera,3
598048,M Chinnaswamy Stadium,2,V Kohli,NLTC Perera,5
598006,Wankhede Stadium,1,RT Ponting,IK Pathan,0
598006,Wankhede Stadium,1,SR Tendulkar,A Nehra,1
598006,Wankhede Stadium,1,KD Karthik,A Nehra,20
598006,Wankhede Stadium,1,KD Karthik,M Morkel,8
598006,Wankhede Stadium,1,RG Sharma,IK Pathan,2
598006,Wankhede Stadium,1,KD Karthik,IK Pathan,4
598006,Wankhede Stadium,1,KD Karthik,UT Yadav,1
598006,Wankhede Stadium,1,RG Sharma,UT Yadav,1
598006,Wankhede Stadium,1,RG Sharma,A Nehra,1
598006,Wankhede Stadium,2,UBT Chand,Harbhajan Singh,0
598006,Wankhede Stadium,2,DPMD Jayawardene,Harbhajan Singh,1
598006,Wankhede Stadium,2,DA Warner,Harbhajan Singh,9
598006,Wankhede Stadium,2,DA Warner,SL Malinga,10
598006,Wankhede Stadium,2,DPMD Jayawardene,MG Johnson,3
598006,Wankhede Stadium,2,MC Juneja,MG Johnson,13
598006,Wankhede Stadium,2,MC Juneja,Harbhajan Singh,2
598006,Wankhede Stadium,2,DA Warner,MG Johnson,6
598006,Wankhede Stadium,2,MC Juneja,SL Malinga,2
598007,"Punjab Cricket Association Stadium, Mohali",1,Mandeep Singh,DP Nannes,8
598007,"Punjab Cricket Association Stadium, Mohali",1,AC Gilchrist,DP Nannes,0
598007,"Punjab Cricket Association Stadium, Mohali",1,Mandeep Singh,AS Rajpoot,2
598007,"Punjab Cricket Association Stadium, Mohali",1,AC Gilchrist,AS Rajpoot,9
598007,"Punjab Cricket Association Stadium, Mohali",1,M Vohra,DP Nannes,1
598007,"Punjab Cricket Association Stadium, Mohali",1,DJ Hussey,CH Morris,6
598007,"Punjab Cricket Association Stadium, Mohali",1,M Vohra,CH Morris,10
598007,"Punjab Cricket Association Stadium, Mohali",1,DJ Hussey,DP Nannes,7
598007,"Punjab Cricket Association Stadium, Mohali",2,M Vijay,P Kumar,3
598007,"Punjab Cricket Association Stadium, Mohali",2,MEK Hussey,P Kumar,8
598007,"Punjab Cricket Association Stadium, Mohali",2,M Vijay,RJ Harris,4
598007,"Punjab Cricket Association Stadium, Mohali",2,MEK Hussey,RJ Harris,6
598007,"Punjab Cricket Association Stadium, Mohali",2,M Vijay,Azhar Mahmood,7
598007,"Punjab Cricket Association Stadium, Mohali",2,MEK Hussey,Azhar Mahmood,3
598007,"Punjab Cricket Association Stadium, Mohali",2,MEK Hussey,P Awana,5
598007,"Punjab Cricket Association Stadium, Mohali",2,M Vijay,P Awana,2
598008,M Chinnaswamy Stadium,1,MS Bisla,MC Henriques,2
598008,M Chinnaswamy Stadium,1,G Gambhir,MC Henriques,8
598008,M Chinnaswamy Stadium,1,G Gambhir,RP Singh,10
598008,M Chinnaswamy Stadium,1,JH Kallis,MC Henriques,6
598008,M Chinnaswamy Stadium,1,JH Kallis,JD Unadkat,5
598008,M Chinnaswamy Stadium,1,G Gambhir,M Muralitharan,12
598008,M Chinnaswamy Stadium,1,JH Kallis,M Muralitharan,1
598008,M Chinnaswamy Stadium,2,CH Gayle,R McLaren,22
598008,M Chinnaswamy Stadium,2,MA Agarwal,JH Kallis,6
598008,M Chinnaswamy Stadium,2,CH Gayle,JH Kallis,1
598008,M Chinnaswamy Stadium,2,MA Agarwal,R McLaren,1
598008,M Chinnaswamy Stadium,2,V Kohli,R McLaren,11
598008,M Chinnaswamy Stadium,2,V Kohli,JH Kallis,0
598008,M Chinnaswamy Stadium,2,CH Gayle,SP Narine,1
598008,M Chinnaswamy Stadium,2,V Kohli,SP Narine,1
598009,Subrata Roy Sahara Stadium,1,MDKJ Perera,B Kumar,0
598009,Subrata Roy Sahara Stadium,1,R Dravid,B Kumar,7
598009,Subrata Roy Sahara Stadium,1,AM Rahane,B Kumar,6
598009,Subrata Roy Sahara Stadium,1,R Dravid,AB Dinda,12
598009,Subrata Roy Sahara Stadium,1,AM Rahane,AB Dinda,5
598009,Subrata Roy Sahara Stadium,1,R Dravid,AD Mathews,9
598009,Subrata Roy Sahara Stadium,1,AM Rahane,AD Mathews,1
598009,Subrata Roy Sahara Stadium,1,R Dravid,R Sharma,2
598009,Subrata Roy Sahara Stadium,1,AM Rahane,R Sharma,2
598009,Subrata Roy Sahara Stadium,2,RV Uthappa,Harmeet Singh (2),11
598009,Subrata Roy Sahara Stadium,2,AJ Finch,Harmeet Singh (2),12
598009,Subrata Roy Sahara Stadium,2,RV Uthappa,S Sreesanth,21
598009,Subrata Roy Sahara Stadium,2,AJ Finch,S Sreesanth,7
598009,Subrata Roy Sahara Stadium,2,AJ Finch,JP Faulkner,6
598009,Subrata Roy Sahara Stadium,2,RV Uthappa,JP Faulkner,1
598009,Subrata Roy Sahara Stadium,2,LRPL Taylor,JP Faulkner,0
598009,Subrata Roy Sahara Stadium,2,AJ Finch,KK Cooper,5
598009,Subrata Roy Sahara Stadium,2,LRPL Taylor,KK Cooper,1
598010,Feroz Shah Kotla,1,DA Warner,DW Steyn,0
598010,Feroz Shah Kotla,1,DPMD Jayawardene,DW Steyn,2
598010,Feroz Shah Kotla,1,V Sehwag,I Sharma,6
598010,Feroz Shah Kotla,1,DPMD Jayawardene,I Sharma,7
598010,Feroz Shah Kotla,1,V Sehwag,DW Steyn,2
598010,Feroz Shah Kotla,1,V Sehwag,NLTC Perera,5
598010,Feroz Shah Kotla,1,DPMD Jayawardene,NLTC Perera,4
598010,Feroz Shah Kotla,1,J Botha,I Sharma,2
598010,Feroz Shah Kotla,1,MC Juneja,Anand Rajan,1
598010,Feroz Shah Kotla,1,J Botha,Anand Rajan,0
598010,Feroz Shah Kotla,2,PA Reddy,IK Pathan,2
598010,Feroz Shah Kotla,2,PA Reddy,S Kaul,0
598010,Feroz Shah Kotla,2,PA Patel,S Kaul,0
598010,Feroz Shah Kotla,2,KC Sangakkara,IK Pathan,1
598010,Feroz Shah Kotla,2,PA Patel,IK Pathan,4
598010,Feroz Shah Kotla,2,KC Sangakkara,S Kaul,8
598010,Feroz Shah Kotla,2,PA Patel,M Morkel,6
598010,Feroz Shah Kotla,2,KC Sangakkara,M Morkel,4
598010,Feroz Shah Kotla,2,KC Sangakkara,UT Yadav,5
598010,Feroz Shah Kotla,2,PA Patel,UT Yadav,8
598011,Wankhede Stadium,1,RT Ponting,AJ Finch,1
598011,Wankhede Stadium,1,SR Tendulkar,AJ Finch,2
598011,Wankhede Stadium,1,RT Ponting,B Kumar,8
598011,Wankhede Stadium,1,SR Tendulkar,AB Dinda,17
598011,Wankhede Stadium,1,RT Ponting,R Sharma,2
598011,Wankhede Stadium,1,SR Tendulkar,R Sharma,16
598011,Wankhede Stadium,1,RT Ponting,AD Mathews,1
598011,Wankhede Stadium,1,SR Tendulkar,AD Mathews,1
598011,Wankhede Stadium,2,AJ Finch,MG Johnson,0
598011,Wankhede Stadium,2,LRPL Taylor,MG Johnson,5
598011,Wankhede Stadium,2,RV Uthappa,PP Ojha,8
598011,Wankhede Stadium,2,RV Uthappa,MG Johnson,0
598011,Wankhede Stadium,2,TL Suman,MG Johnson,9
598011,Wankhede Stadium,2,TL Suman,Harbhajan Singh,8
598011,Wankhede Stadium,2,Yuvraj Singh,SL Malinga,2
598011,Wankhede Stadium,2,TL Suman,SL Malinga,6
598011,Wankhede Stadium,2,Yuvraj Singh,Harbhajan Singh,1
598011,Wankhede Stadium,2,AD Mathews,Harbhajan Singh,1
598012,"MA Chidambaram Stadium, Chepauk",1,CH Gayle,DP Nannes,5
598012,"MA Chidambaram Stadium, Chepauk",1,MA Agarwal,CH Morris,2
598012,"MA Chidambaram Stadium, Chepauk",1,CH Gayle,CH Morris,0
598012,"MA Chidambaram Stadium, Chepauk",1,V Kohli,CH Morris,8
598012,"MA Chidambaram Stadium, Chepauk",1,MA Agarwal,DP Nannes,5
598012,"MA Chidambaram Stadium, Chepauk",1,MA Agarwal,MM Sharma,6
598012,"MA Chidambaram Stadium, Chepauk",1,V Kohli,MM Sharma,7
598012,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,R Rampaul,2
598012,"MA Chidambaram Stadium, Chepauk",2,M Vijay,R Rampaul,2
598012,"MA Chidambaram Stadium, Chepauk",2,M Vijay,RP Singh,1
598012,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,RP Singh,0
598012,"MA Chidambaram Stadium, Chepauk",2,SK Raina,R Rampaul,1
598012,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,R Vinay Kumar,4
598012,"MA Chidambaram Stadium, Chepauk",2,S Badrinath,DT Christian,2
598012,"MA Chidambaram Stadium, Chepauk",2,SK Raina,DT Christian,5
598012,"MA Chidambaram Stadium, Chepauk",2,SK Raina,R Vinay Kumar,13
598012,"MA Chidambaram Stadium, Chepauk",2,S Badrinath,R Vinay Kumar,1
598014,Sawai Mansingh Stadium,1,Mandeep Singh,A Chandila,1
598014,Sawai Mansingh Stadium,1,AC Gilchrist,A Chandila,0
598014,Sawai Mansingh Stadium,1,Mandeep Singh,S Sreesanth,5
598014,Sawai Mansingh Stadium,1,AC Gilchrist,S Sreesanth,0
598014,Sawai Mansingh Stadium,1,M Vohra,S Sreesanth,2
598014,Sawai Mansingh Stadium,1,M Vohra,A Chandila,1
598014,Sawai Mansingh Stadium,1,DJ Hussey,A Chandila,8
598014,Sawai Mansingh Stadium,1,DJ Hussey,S Sreesanth,0
598014,Sawai Mansingh Stadium,1,Gurkeerat Singh,S Sreesanth,0
598014,Sawai Mansingh Stadium,1,Gurkeerat Singh,A Chandila,4
598014,Sawai Mansingh Stadium,1,DJ Hussey,KK Cooper,13
598014,Sawai Mansingh Stadium,2,SR Watson,P Kumar,7
598014,Sawai Mansingh Stadium,2,AM Rahane,P Kumar,3
598014,Sawai Mansingh Stadium,2,SR Watson,RJ Harris,24
598014,Sawai Mansingh Stadium,2,AM Rahane,RJ Harris,1
598014,Sawai Mansingh Stadium,2,SR Watson,P Awana,8
598014,Sawai Mansingh Stadium,2,R Dravid,P Awana,1
598014,Sawai Mansingh Stadium,2,R Dravid,P Kumar,4
598013,Eden Gardens,1,MS Bisla,DW Steyn,4
598013,Eden Gardens,1,G Gambhir,DW Steyn,5
598013,Eden Gardens,1,MS Bisla,GH Vihari,9
598013,Eden Gardens,1,G Gambhir,GH Vihari,6
598013,Eden Gardens,1,G Gambhir,I Sharma,8
598013,Eden Gardens,1,MS Bisla,I Sharma,5
598013,Eden Gardens,1,G Gambhir,NLTC Perera,2
598013,Eden Gardens,1,MS Bisla,NLTC Perera,9
598013,Eden Gardens,2,PA Patel,L Balaji,13
598013,Eden Gardens,2,CL White,L Balaji,7
598013,Eden Gardens,2,PA Patel,SMSM Senanayake,8
598013,Eden Gardens,2,CL White,SMSM Senanayake,7
598013,Eden Gardens,2,CL White,SP Narine,2
598013,Eden Gardens,2,PA Patel,SP Narine,2
598015,"MA Chidambaram Stadium, Chepauk",1,RV Uthappa,DP Nannes,3
598015,"MA Chidambaram Stadium, Chepauk",1,AJ Finch,DP Nannes,24
598015,"MA Chidambaram Stadium, Chepauk",1,RV Uthappa,RA Jadeja,1
598015,"MA Chidambaram Stadium, Chepauk",1,AJ Finch,RA Jadeja,14
598015,"MA Chidambaram Stadium, Chepauk",1,RV Uthappa,R Ashwin,5
598015,"MA Chidambaram Stadium, Chepauk",1,AJ Finch,R Ashwin,1
598015,"MA Chidambaram Stadium, Chepauk",2,S Anirudha,B Kumar,0
598015,"MA Chidambaram Stadium, Chepauk",2,SK Raina,B Kumar,1
598015,"MA Chidambaram Stadium, Chepauk",2,M Vijay,AB Dinda,12
598015,"MA Chidambaram Stadium, Chepauk",2,SK Raina,AB Dinda,7
598015,"MA Chidambaram Stadium, Chepauk",2,M Vijay,B Kumar,3
598015,"MA Chidambaram Stadium, Chepauk",2,S Badrinath,B Kumar,2
598015,"MA Chidambaram Stadium, Chepauk",2,M Vijay,MR Marsh,8
598015,"MA Chidambaram Stadium, Chepauk",2,S Badrinath,MR Marsh,5
598016,"Punjab Cricket Association Stadium, Mohali",1,AC Gilchrist,L Balaji,6
598016,"Punjab Cricket Association Stadium, Mohali",1,Mandeep Singh,JH Kallis,5
598016,"Punjab Cricket Association Stadium, Mohali",1,AC Gilchrist,JH Kallis,1
598016,"Punjab Cricket Association Stadium, Mohali",1,Mandeep Singh,L Balaji,9
598016,"Punjab Cricket Association Stadium, Mohali",1,Mandeep Singh,SMSM Senanayake,7
598016,"Punjab Cricket Association Stadium, Mohali",1,AC Gilchrist,SMSM Senanayake,1
598016,"Punjab Cricket Association Stadium, Mohali",1,M Vohra,SMSM Senanayake,2
598016,"Punjab Cricket Association Stadium, Mohali",1,M Vohra,SP Narine,4
598016,"Punjab Cricket Association Stadium, Mohali",2,MS Bisla,P Kumar,0
598016,"Punjab Cricket Association Stadium, Mohali",2,JH Kallis,P Kumar,1
598016,"Punjab Cricket Association Stadium, Mohali",2,G Gambhir,P Kumar,18
598016,"Punjab Cricket Association Stadium, Mohali",2,JH Kallis,Azhar Mahmood,0
598016,"Punjab Cricket Association Stadium, Mohali",2,EJG Morgan,Azhar Mahmood,3
598016,"Punjab Cricket Association Stadium, Mohali",2,G Gambhir,Azhar Mahmood,5
598016,"Punjab Cricket Association Stadium, Mohali",2,EJG Morgan,P Kumar,7
598016,"Punjab Cricket Association Stadium, Mohali",2,G Gambhir,MS Gony,6
598016,"Punjab Cricket Association Stadium, Mohali",2,EJG Morgan,MS Gony,5
598017,M Chinnaswamy Stadium,1,DA Warner,R Rampaul,7
598017,M Chinnaswamy Stadium,1,V Sehwag,R Rampaul,7
598017,M Chinnaswamy Stadium,1,DA Warner,RP Singh,10
598017,M Chinnaswamy Stadium,1,V Sehwag,RP Singh,5
598017,M Chinnaswamy Stadium,1,V Sehwag,JD Unadkat,13
598017,M Chinnaswamy Stadium,1,V Sehwag,R Vinay Kumar,1
598017,M Chinnaswamy Stadium,1,DA Warner,R Vinay Kumar,0
598017,M Chinnaswamy Stadium,1,MC Juneja,R Vinay Kumar,0
598017,M Chinnaswamy Stadium,2,CH Gayle,A Nehra,1
598017,M Chinnaswamy Stadium,2,KL Rahul,A Nehra,11
598017,M Chinnaswamy Stadium,2,KL Rahul,M Morkel,1
598017,M Chinnaswamy Stadium,2,CH Gayle,M Morkel,13
598017,M Chinnaswamy Stadium,2,AB de Villiers,M Morkel,1
598017,M Chinnaswamy Stadium,2,V Kohli,M Morkel,5
598017,M Chinnaswamy Stadium,2,V Kohli,A Nehra,5
598017,M Chinnaswamy Stadium,2,AB de Villiers,A Nehra,6
598017,M Chinnaswamy Stadium,2,V Kohli,IK Pathan,1
598017,M Chinnaswamy Stadium,2,AB de Villiers,IK Pathan,4
598017,M Chinnaswamy Stadium,3,CH Gayle,UT Yadav,2
598017,M Chinnaswamy Stadium,3,AB de Villiers,UT Yadav,13
598017,M Chinnaswamy Stadium,4,DA Warner,R Rampaul,0
598017,M Chinnaswamy Stadium,4,IK Pathan,R Rampaul,11
598017,M Chinnaswamy Stadium,4,BJ Rohrer,R Rampaul,0
598018,Subrata Roy Sahara Stadium,1,PA Patel,B Kumar,11
598018,Subrata Roy Sahara Stadium,1,Q de Kock,B Kumar,1
598018,Subrata Roy Sahara Stadium,1,Q de Kock,AB Dinda,2
598018,Subrata Roy Sahara Stadium,1,PA Patel,AB Dinda,1
598018,Subrata Roy Sahara Stadium,1,CL White,B Kumar,0
598018,Subrata Roy Sahara Stadium,1,GH Vihari,AB Dinda,1
598018,Subrata Roy Sahara Stadium,1,BB Samantray,AB Dinda,0
598018,Subrata Roy Sahara Stadium,1,GH Vihari,B Kumar,1
598018,Subrata Roy Sahara Stadium,1,BB Samantray,AD Mathews,7
598018,Subrata Roy Sahara Stadium,1,KV Sharma,AD Mathews,1
598018,Subrata Roy Sahara Stadium,2,RV Uthappa,I Sharma,11
598018,Subrata Roy Sahara Stadium,2,AJ Finch,I Sharma,5
598018,Subrata Roy Sahara Stadium,2,RV Uthappa,DW Steyn,11
598018,Subrata Roy Sahara Stadium,2,AJ Finch,DW Steyn,11
598018,Subrata Roy Sahara Stadium,2,RV Uthappa,NLTC Perera,0
598018,Subrata Roy Sahara Stadium,2,AJ Finch,NLTC Perera,0
598018,Subrata Roy Sahara Stadium,2,SPD Smith,NLTC Perera,1
598018,Subrata Roy Sahara Stadium,2,SPD Smith,I Sharma,1
598018,Subrata Roy Sahara Stadium,2,TL Suman,I Sharma,1
598019,Sawai Mansingh Stadium,1,SR Watson,MG Johnson,6
598019,Sawai Mansingh Stadium,1,AM Rahane,MG Johnson,8
598019,Sawai Mansingh Stadium,1,AM Rahane,SL Malinga,8
598019,Sawai Mansingh Stadium,1,SR Watson,R Dhawan,7
598019,Sawai Mansingh Stadium,1,AM Rahane,R Dhawan,0
598019,Sawai Mansingh Stadium,1,SR Watson,PP Ojha,6
598019,Sawai Mansingh Stadium,1,AM Rahane,PP Ojha,7
598019,Sawai Mansingh Stadium,1,SR Watson,SL Malinga,16
598019,Sawai Mansingh Stadium,2,SR Tendulkar,A Chandila,3
598019,Sawai Mansingh Stadium,2,RT Ponting,A Chandila,3
598019,Sawai Mansingh Stadium,2,KD Karthik,AA Chavan,8
598019,Sawai Mansingh Stadium,2,RT Ponting,AA Chavan,1
598019,Sawai Mansingh Stadium,2,KD Karthik,A Chandila,2
598019,Sawai Mansingh Stadium,2,RG Sharma,A Chandila,0
598019,Sawai Mansingh Stadium,2,KD Karthik,JP Faulkner,7
598019,Sawai Mansingh Stadium,2,RG Sharma,JP Faulkner,1
598019,Sawai Mansingh Stadium,2,RG Sharma,AA Chavan,1
598020,Feroz Shah Kotla,1,MEK Hussey,S Nadeem,2
598020,Feroz Shah Kotla,1,M Vijay,S Nadeem,3
598020,Feroz Shah Kotla,1,MEK Hussey,IK Pathan,10
598020,Feroz Shah Kotla,1,M Vijay,IK Pathan,1
598020,Feroz Shah Kotla,1,M Vijay,M Morkel,5
598020,Feroz Shah Kotla,1,MEK Hussey,M Morkel,4
598020,Feroz Shah Kotla,1,M Vijay,UT Yadav,9
598020,Feroz Shah Kotla,1,MEK Hussey,UT Yadav,1
598020,Feroz Shah Kotla,1,SK Raina,M Morkel,4
598020,Feroz Shah Kotla,1,SK Raina,IK Pathan,0
598020,Feroz Shah Kotla,2,DA Warner,JA Morkel,1
598020,Feroz Shah Kotla,2,V Sehwag,JA Morkel,8
598020,Feroz Shah Kotla,2,V Sehwag,MM Sharma,3
598020,Feroz Shah Kotla,2,DA Warner,MM Sharma,0
598020,Feroz Shah Kotla,2,MC Juneja,MM Sharma,2
598020,Feroz Shah Kotla,2,V Sehwag,CH Morris,9
598020,Feroz Shah Kotla,2,DPMD Jayawardene,MM Sharma,3
598020,Feroz Shah Kotla,2,DPMD Jayawardene,CH Morris,4
598020,Feroz Shah Kotla,2,KM Jadhav,MM Sharma,1
598020,Feroz Shah Kotla,2,BMAJ Mendis,MM Sharma,1
598021,"Rajiv Gandhi International Stadium, Uppal",1,Mandeep Singh,GH Vihari,1
598021,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,GH Vihari,1
598021,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,DW Steyn,4
598021,"Rajiv Gandhi International Stadium, Uppal",1,Mandeep Singh,DW Steyn,1
598021,"Rajiv Gandhi International Stadium, Uppal",1,Mandeep Singh,I Sharma,9
598021,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,I Sharma,6
598021,"Rajiv Gandhi International Stadium, Uppal",1,PC Valthaty,DW Steyn,0
598021,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,NLTC Perera,12
598021,"Rajiv Gandhi International Stadium, Uppal",1,PC Valthaty,I Sharma,2
598021,"Rajiv Gandhi International Stadium, Uppal",2,Q de Kock,P Kumar,0
598021,"Rajiv Gandhi International Stadium, Uppal",2,GH Vihari,P Kumar,8
598021,"Rajiv Gandhi International Stadium, Uppal",2,PA Reddy,AD Mascarenhas,7
598021,"Rajiv Gandhi International Stadium, Uppal",2,GH Vihari,AD Mascarenhas,6
598021,"Rajiv Gandhi International Stadium, Uppal",2,PA Reddy,P Kumar,4
598021,"Rajiv Gandhi International Stadium, Uppal",2,GH Vihari,Azhar Mahmood,5
598021,"Rajiv Gandhi International Stadium, Uppal",2,PA Reddy,Azhar Mahmood,3
598023,M Chinnaswamy Stadium,1,SR Watson,R Rampaul,5
598023,M Chinnaswamy Stadium,1,AM Rahane,R Rampaul,6
598023,M Chinnaswamy Stadium,1,SR Watson,RP Singh,1
598023,M Chinnaswamy Stadium,1,AM Rahane,RP Singh,8
598023,M Chinnaswamy Stadium,1,R Dravid,R Rampaul,5
598023,M Chinnaswamy Stadium,1,R Dravid,JD Unadkat,1
598023,M Chinnaswamy Stadium,1,AM Rahane,JD Unadkat,0
598023,M Chinnaswamy Stadium,1,STR Binny,JD Unadkat,5
598023,M Chinnaswamy Stadium,2,TM Dilshan,A Chandila,1
598023,M Chinnaswamy Stadium,2,CH Gayle,A Chandila,3
598023,M Chinnaswamy Stadium,2,CH Gayle,S Sreesanth,1
598023,M Chinnaswamy Stadium,2,TM Dilshan,S Sreesanth,8
598023,M Chinnaswamy Stadium,2,CH Gayle,SW Tait,17
598023,M Chinnaswamy Stadium,2,TM Dilshan,SW Tait,6
598023,M Chinnaswamy Stadium,2,TM Dilshan,JP Faulkner,10
598023,M Chinnaswamy Stadium,2,CH Gayle,JP Faulkner,2
598022,Eden Gardens,1,G Gambhir,JA Morkel,25
598022,Eden Gardens,1,YK Pathan,JA Morkel,4
598022,Eden Gardens,1,YK Pathan,MM Sharma,9
598022,Eden Gardens,1,G Gambhir,MM Sharma,0
598022,Eden Gardens,1,YK Pathan,CH Morris,7
598022,Eden Gardens,1,G Gambhir,CH Morris,2
598022,Eden Gardens,2,MEK Hussey,L Balaji,7
598022,Eden Gardens,2,R Ashwin,L Balaji,5
598022,Eden Gardens,2,MEK Hussey,SMSM Senanayake,6
598022,Eden Gardens,2,R Ashwin,SMSM Senanayake,5
598022,Eden Gardens,2,R Ashwin,SP Narine,1
598022,Eden Gardens,2,MEK Hussey,SP Narine,2
598022,Eden Gardens,2,M Vijay,SP Narine,1
598024,Feroz Shah Kotla,1,DR Smith,IK Pathan,2
598024,Feroz Shah Kotla,1,SR Tendulkar,IK Pathan,10
598024,Feroz Shah Kotla,1,SR Tendulkar,S Nadeem,2
598024,Feroz Shah Kotla,1,DR Smith,S Nadeem,2
598024,Feroz Shah Kotla,1,DR Smith,RE van der Merwe,4
598024,Feroz Shah Kotla,1,KD Karthik,RE van der Merwe,1
598024,Feroz Shah Kotla,1,KD Karthik,IK Pathan,1
598024,Feroz Shah Kotla,1,SR Tendulkar,UT Yadav,1
598024,Feroz Shah Kotla,1,RG Sharma,UT Yadav,1
598024,Feroz Shah Kotla,2,DPMD Jayawardene,SL Malinga,1
598024,Feroz Shah Kotla,2,V Sehwag,SL Malinga,10
598024,Feroz Shah Kotla,2,V Sehwag,JJ Bumrah,15
598024,Feroz Shah Kotla,2,DPMD Jayawardene,JJ Bumrah,10
598024,Feroz Shah Kotla,2,V Sehwag,MM Patel,15
598024,Feroz Shah Kotla,2,DPMD Jayawardene,MM Patel,9
598025,"Punjab Cricket Association Stadium, Mohali",1,RV Uthappa,P Kumar,8
598025,"Punjab Cricket Association Stadium, Mohali",1,AJ Finch,P Kumar,2
598025,"Punjab Cricket Association Stadium, Mohali",1,AJ Finch,Azhar Mahmood,18
598025,"Punjab Cricket Association Stadium, Mohali",1,AJ Finch,P Awana,8
598025,"Punjab Cricket Association Stadium, Mohali",1,RV Uthappa,Azhar Mahmood,2
598025,"Punjab Cricket Association Stadium, Mohali",1,RV Uthappa,P Awana,10
598025,"Punjab Cricket Association Stadium, Mohali",2,AC Gilchrist,B Kumar,4
598025,"Punjab Cricket Association Stadium, Mohali",2,Azhar Mahmood,B Kumar,1
598025,"Punjab Cricket Association Stadium, Mohali",2,Azhar Mahmood,BAW Mendis,0
598025,"Punjab Cricket Association Stadium, Mohali",2,M Vohra,BAW Mendis,8
598025,"Punjab Cricket Association Stadium, Mohali",2,Mandeep Singh,BAW Mendis,12
598025,"Punjab Cricket Association Stadium, Mohali",2,Mandeep Singh,B Kumar,11
598025,"Punjab Cricket Association Stadium, Mohali",2,M Vohra,AB Dinda,7
598025,"Punjab Cricket Association Stadium, Mohali",2,Mandeep Singh,AB Dinda,1
598025,"Punjab Cricket Association Stadium, Mohali",2,Mandeep Singh,R Sharma,6
598025,"Punjab Cricket Association Stadium, Mohali",2,M Vohra,R Sharma,5
598026,"MA Chidambaram Stadium, Chepauk",1,SR Watson,MM Sharma,16
598026,"MA Chidambaram Stadium, Chepauk",1,AM Rahane,MM Sharma,3
598026,"MA Chidambaram Stadium, Chepauk",1,SR Watson,JO Holder,4
598026,"MA Chidambaram Stadium, Chepauk",1,AM Rahane,JO Holder,9
598026,"MA Chidambaram Stadium, Chepauk",1,SR Watson,CH Morris,13
598026,"MA Chidambaram Stadium, Chepauk",1,AM Rahane,CH Morris,3
598026,"MA Chidambaram Stadium, Chepauk",1,SR Watson,R Ashwin,6
598026,"MA Chidambaram Stadium, Chepauk",1,AM Rahane,R Ashwin,1
598026,"MA Chidambaram Stadium, Chepauk",2,M Vijay,A Chandila,2
598026,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,A Chandila,10
598026,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,R Shukla,19
598026,"MA Chidambaram Stadium, Chepauk",2,M Vijay,R Shukla,1
598026,"MA Chidambaram Stadium, Chepauk",2,SK Raina,A Chandila,1
598026,"MA Chidambaram Stadium, Chepauk",2,SK Raina,R Shukla,5
598026,"MA Chidambaram Stadium, Chepauk",2,SK Raina,JP Faulkner,6
598026,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,JP Faulkner,1
598026,"MA Chidambaram Stadium, Chepauk",2,SK Raina,KK Cooper,8
598026,"MA Chidambaram Stadium, Chepauk",2,MEK Hussey,KK Cooper,5
598059,Feroz Shah Kotla,1,DPMD Jayawardene,P Kumar,4
598059,Feroz Shah Kotla,1,RE van der Merwe,P Kumar,6
598059,Feroz Shah Kotla,1,V Sehwag,P Kumar,8
598059,Feroz Shah Kotla,1,RE van der Merwe,P Awana,2
598059,Feroz Shah Kotla,1,V Sehwag,P Awana,5
598059,Feroz Shah Kotla,1,DA Warner,P Awana,5
598059,Feroz Shah Kotla,1,V Sehwag,Harmeet Singh,10
598059,Feroz Shah Kotla,2,AC Gilchrist,IK Pathan,6
598059,Feroz Shah Kotla,2,Mandeep Singh,IK Pathan,11
598059,Feroz Shah Kotla,2,Mandeep Singh,A Nehra,13
598059,Feroz Shah Kotla,2,LA Pomersbach,A Nehra,1
598059,Feroz Shah Kotla,2,LA Pomersbach,IK Pathan,9
598059,Feroz Shah Kotla,2,Mandeep Singh,J Botha,1
598059,Feroz Shah Kotla,2,LA Pomersbach,J Botha,4
598059,Feroz Shah Kotla,2,Mandeep Singh,RE van der Merwe,1
598059,Feroz Shah Kotla,2,LA Pomersbach,RE van der Merwe,4
598059,Feroz Shah Kotla,2,DA Miller,RE van der Merwe,1
598059,Feroz Shah Kotla,2,DA Miller,UT Yadav,5
598027,M Chinnaswamy Stadium,1,CH Gayle,B Kumar,1
598027,M Chinnaswamy Stadium,1,TM Dilshan,B Kumar,7
598027,M Chinnaswamy Stadium,1,CH Gayle,IC Pandey,21
