matchid,venue,innings,striker,bowler,runs
335982,M Chinnaswamy Stadium,1,SC Ganguly,P Kumar,7
335982,M Chinnaswamy Stadium,1,BB McCullum,P Kumar,12
335982,M Chinnaswamy Stadium,1,BB McCullum,Z Khan,19
335982,M Chinnaswamy Stadium,1,BB McCullum,AA Noffke,18
335982,M Chinnaswamy Stadium,1,SC Ganguly,AA Noffke,5
335982,M Chinnaswamy Stadium,1,SC Ganguly,Z Khan,0
335982,M Chinnaswamy Stadium,1,RT Ponting,Z Khan,0
335982,M Chinnaswamy Stadium,2,R Dravid,AB Dinda,2
335982,M Chinnaswamy Stadium,2,W Jaffer,AB Dinda,4
335982,M Chinnaswamy Stadium,2,R Dravid,I Sharma,0
335982,M Chinnaswamy Stadium,2,V Kohli,I Sharma,5
335982,M Chinnaswamy Stadium,2,W Jaffer,I Sharma,3
335982,M Chinnaswamy Stadium,2,V Kohli,AB Dinda,0
335982,M Chinnaswamy Stadium,2,JH Kallis,AB Dinda,1
335982,M Chinnaswamy Stadium,2,JH Kallis,I Sharma,1
335982,M Chinnaswamy Stadium,2,JH Kallis,AB Agarkar,7
335982,M Chinnaswamy Stadium,2,W Jaffer,AB Agarkar,1
335982,M Chinnaswamy Stadium,2,CL White,AB Agarkar,0
335982,M Chinnaswamy Stadium,2,MV Boucher,AB Dinda,1
335982,M Chinnaswamy Stadium,2,CL White,AB Dinda,1
335983,"Punjab Cricket Association Stadium, Mohali",1,PA Patel,B Lee,1
335983,"Punjab Cricket Association Stadium, Mohali",1,ML Hayden,B Lee,11
335983,"Punjab Cricket Association Stadium, Mohali",1,PA Patel,S Sreesanth,15
335983,"Punjab Cricket Association Stadium, Mohali",1,MEK Hussey,B Lee,9
335983,"Punjab Cricket Association Stadium, Mohali",1,MEK Hussey,S Sreesanth,5
335983,"Punjab Cricket Association Stadium, Mohali",1,ML Hayden,S Sreesanth,1
335983,"Punjab Cricket Association Stadium, Mohali",1,ML Hayden,JR Hopes,11
335983,"Punjab Cricket Association Stadium, Mohali",1,MEK Hussey,JR Hopes,0
335983,"Punjab Cricket Association Stadium, Mohali",2,K Goel,JDP Oram,8
335983,"Punjab Cricket Association Stadium, Mohali",2,JR Hopes,JDP Oram,22
335983,"Punjab Cricket Association Stadium, Mohali",2,K Goel,MS Gony,17
335983,"Punjab Cricket Association Stadium, Mohali",2,JR Hopes,MS Gony,16
335984,Feroz Shah Kotla,1,T Kohli,GD McGrath,7
335984,Feroz Shah Kotla,1,YK Pathan,B Geeves,10
335984,Feroz Shah Kotla,1,T Kohli,B Geeves,1
335984,Feroz Shah Kotla,1,SR Watson,GD McGrath,5
335984,Feroz Shah Kotla,1,SR Watson,B Geeves,13
335984,Feroz Shah Kotla,1,M Kaif,GD McGrath,1
335984,Feroz Shah Kotla,1,SR Watson,MF Maharoof,2
335984,Feroz Shah Kotla,1,M Kaif,MF Maharoof,1
335984,Feroz Shah Kotla,2,G Gambhir,MM Patel,24
335984,Feroz Shah Kotla,2,V Sehwag,SR Watson,12
335984,Feroz Shah Kotla,2,S Dhawan,SR Watson,6
335984,Feroz Shah Kotla,2,S Dhawan,MM Patel,1
335984,Feroz Shah Kotla,2,G Gambhir,SR Watson,5
335984,Feroz Shah Kotla,2,G Gambhir,SK Trivedi,2
335984,Feroz Shah Kotla,2,S Dhawan,SK Trivedi,5
335986,Eden Gardens,1,AC Gilchrist,AB Dinda,4
335986,Eden Gardens,1,Y Venugopal Rao,AB Dinda,14
335986,Eden Gardens,1,Y Venugopal Rao,I Sharma,2
335986,Eden Gardens,1,AC Gilchrist,I Sharma,3
335986,Eden Gardens,1,VVS Laxman,I Sharma,0
335986,Eden Gardens,1,VVS Laxman,AB Dinda,0
335986,Eden Gardens,1,A Symonds,AB Dinda,0
335986,Eden Gardens,1,AC Gilchrist,AB Agarkar,16
335986,Eden Gardens,2,WP Saha,WPUJC Vaas,2
335986,Eden Gardens,2,BB McCullum,WPUJC Vaas,5
335986,Eden Gardens,2,BB McCullum,RP Singh,0
335986,Eden Gardens,2,WP Saha,RP Singh,12
335986,Eden Gardens,2,RT Ponting,WPUJC Vaas,0
335986,Eden Gardens,2,SC Ganguly,WPUJC Vaas,2
335986,Eden Gardens,2,SC Ganguly,RP Singh,1
335986,Eden Gardens,2,DJ Hussey,WPUJC Vaas,1
335986,Eden Gardens,2,SC Ganguly,SB Styris,2
335986,Eden Gardens,2,DJ Hussey,SB Styris,1
335985,Wankhede Stadium,1,L Ronchi,P Kumar,8
335985,Wankhede Stadium,1,ST Jayasuriya,Z Khan,6
335985,Wankhede Stadium,1,L Ronchi,Z Khan,0
335985,Wankhede Stadium,1,DJ Thornely,Z Khan,4
335985,Wankhede Stadium,1,ST Jayasuriya,P Kumar,5
335985,Wankhede Stadium,1,DJ Thornely,P Kumar,1
335985,Wankhede Stadium,1,RV Uthappa,Z Khan,4
335985,Wankhede Stadium,1,ST Jayasuriya,JH Kallis,19
335985,Wankhede Stadium,1,PR Shah,Z Khan,0
335985,Wankhede Stadium,2,S Chanderpaul,A Nehra,10
335985,Wankhede Stadium,2,R Dravid,A Nehra,11
335985,Wankhede Stadium,2,R Dravid,SM Pollock,5
335985,Wankhede Stadium,2,S Chanderpaul,SM Pollock,2
335985,Wankhede Stadium,2,R Dravid,DS Kulkarni,5
335985,Wankhede Stadium,2,S Chanderpaul,DS Kulkarni,5
335985,Wankhede Stadium,2,LRPL Taylor,SM Pollock,2
335987,Sawai Mansingh Stadium,1,K Goel,MM Patel,21
335987,Sawai Mansingh Stadium,1,JR Hopes,MM Patel,0
335987,Sawai Mansingh Stadium,1,K Goel,SR Watson,5
335987,Sawai Mansingh Stadium,1,JR Hopes,SR Watson,8
335987,Sawai Mansingh Stadium,1,KC Sangakkara,MM Patel,4
335987,Sawai Mansingh Stadium,1,JR Hopes,SK Trivedi,1
335987,Sawai Mansingh Stadium,1,KC Sangakkara,SK Trivedi,15
335987,Sawai Mansingh Stadium,2,M Kaif,B Lee,6
335987,Sawai Mansingh Stadium,2,M Kaif,S Sreesanth,0
335987,Sawai Mansingh Stadium,2,YK Pathan,S Sreesanth,2
335987,Sawai Mansingh Stadium,2,Kamran Akmal,S Sreesanth,5
335987,Sawai Mansingh Stadium,2,YK Pathan,B Lee,6
335987,Sawai Mansingh Stadium,2,Kamran Akmal,B Lee,7
335987,Sawai Mansingh Stadium,2,SR Watson,B Lee,2
335987,Sawai Mansingh Stadium,2,SR Watson,S Sreesanth,14
335987,Sawai Mansingh Stadium,2,Kamran Akmal,JR Hopes,5
335987,Sawai Mansingh Stadium,2,SR Watson,JR Hopes,1
335987,Sawai Mansingh Stadium,2,DS Lehmann,B Lee,5
335988,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,GD McGrath,1
335988,"Rajiv Gandhi International Stadium, Uppal",1,Y Venugopal Rao,GD McGrath,12
335988,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,Mohammad Asif,8
335988,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,Mohammad Asif,1
335988,"Rajiv Gandhi International Stadium, Uppal",1,Y Venugopal Rao,Mohammad Asif,0
335988,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,GD McGrath,1
335988,"Rajiv Gandhi International Stadium, Uppal",1,A Symonds,Mohammad Asif,2
335988,"Rajiv Gandhi International Stadium, Uppal",2,G Gambhir,WPUJC Vaas,7
335988,"Rajiv Gandhi International Stadium, Uppal",2,V Sehwag,WPUJC Vaas,13
335988,"Rajiv Gandhi International Stadium, Uppal",2,V Sehwag,RP Singh,11
335988,"Rajiv Gandhi International Stadium, Uppal",2,G Gambhir,RP Singh,5
335988,"Rajiv Gandhi International Stadium, Uppal",2,S Dhawan,RP Singh,11
335988,"Rajiv Gandhi International Stadium, Uppal",2,S Dhawan,WPUJC Vaas,1
335989,"MA Chidambaram Stadium, Chepauk",1,PA Patel,SM Pollock,7
335989,"MA Chidambaram Stadium, Chepauk",1,ML Hayden,A Nehra,11
335989,"MA Chidambaram Stadium, Chepauk",1,PA Patel,A Nehra,8
335989,"MA Chidambaram Stadium, Chepauk",1,ML Hayden,SM Pollock,18
335989,"MA Chidambaram Stadium, Chepauk",1,MEK Hussey,A Nehra,1
335989,"MA Chidambaram Stadium, Chepauk",1,MEK Hussey,DS Kulkarni,4
335989,"MA Chidambaram Stadium, Chepauk",1,SK Raina,DS Kulkarni,1
335989,"MA Chidambaram Stadium, Chepauk",1,SK Raina,A Nehra,3
335989,"MA Chidambaram Stadium, Chepauk",2,L Ronchi,JDP Oram,3
335989,"MA Chidambaram Stadium, Chepauk",2,ST Jayasuriya,JDP Oram,17
335989,"MA Chidambaram Stadium, Chepauk",2,RV Uthappa,MS Gony,7
335989,"MA Chidambaram Stadium, Chepauk",2,RV Uthappa,JDP Oram,20
335989,"MA Chidambaram Stadium, Chepauk",2,ST Jayasuriya,MS Gony,4
335989,"MA Chidambaram Stadium, Chepauk",2,SM Pollock,MS Gony,1
335990,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,MM Patel,12
335990,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,SR Watson,9
335990,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,SR Watson,1
335990,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,YK Pathan,0
335990,"Rajiv Gandhi International Stadium, Uppal",1,Shahid Afridi,YK Pathan,10
335990,"Rajiv Gandhi International Stadium, Uppal",1,A Symonds,SR Watson,11
335990,"Rajiv Gandhi International Stadium, Uppal",1,A Symonds,MM Patel,11
335990,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,MM Patel,4
335990,"Rajiv Gandhi International Stadium, Uppal",2,Kamran Akmal,WPUJC Vaas,5
335990,"Rajiv Gandhi International Stadium, Uppal",2,GC Smith,WPUJC Vaas,9
335990,"Rajiv Gandhi International Stadium, Uppal",2,Kamran Akmal,RP Singh,9
335990,"Rajiv Gandhi International Stadium, Uppal",2,GC Smith,RP Singh,4
335990,"Rajiv Gandhi International Stadium, Uppal",2,YK Pathan,WPUJC Vaas,18
335990,"Rajiv Gandhi International Stadium, Uppal",2,YK Pathan,RP Singh,12
335990,"Rajiv Gandhi International Stadium, Uppal",2,GC Smith,PP Ojha,9
335990,"Rajiv Gandhi International Stadium, Uppal",2,YK Pathan,PP Ojha,7
335991,"Punjab Cricket Association Stadium, Mohali",1,K Goel,SM Pollock,3
335991,"Punjab Cricket Association Stadium, Mohali",1,IK Pathan,SM Pollock,1
335991,"Punjab Cricket Association Stadium, Mohali",1,IK Pathan,A Nehra,5
335991,"Punjab Cricket Association Stadium, Mohali",1,K Goel,A Nehra,6
335991,"Punjab Cricket Association Stadium, Mohali",1,KC Sangakkara,A Nehra,5
335991,"Punjab Cricket Association Stadium, Mohali",1,KC Sangakkara,SM Pollock,23
335991,"Punjab Cricket Association Stadium, Mohali",1,KC Sangakkara,DS Kulkarni,17
335991,"Punjab Cricket Association Stadium, Mohali",2,L Ronchi,B Lee,1
335991,"Punjab Cricket Association Stadium, Mohali",2,ST Jayasuriya,B Lee,1
335991,"Punjab Cricket Association Stadium, Mohali",2,ST Jayasuriya,IK Pathan,1
335991,"Punjab Cricket Association Stadium, Mohali",2,L Ronchi,IK Pathan,11
335991,"Punjab Cricket Association Stadium, Mohali",2,RV Uthappa,B Lee,0
335991,"Punjab Cricket Association Stadium, Mohali",2,DJ Bravo,B Lee,4
335991,"Punjab Cricket Association Stadium, Mohali",2,RV Uthappa,IK Pathan,1
335991,"Punjab Cricket Association Stadium, Mohali",2,DJ Bravo,IK Pathan,2
335991,"Punjab Cricket Association Stadium, Mohali",2,DJ Bravo,VRV Singh,9
335991,"Punjab Cricket Association Stadium, Mohali",2,RV Uthappa,VRV Singh,4
335991,"Punjab Cricket Association Stadium, Mohali",2,DJ Bravo,S Sreesanth,2
335991,"Punjab Cricket Association Stadium, Mohali",2,RV Uthappa,S Sreesanth,3
335993,"MA Chidambaram Stadium, Chepauk",1,SC Ganguly,JDP Oram,7
335993,"MA Chidambaram Stadium, Chepauk",1,BB McCullum,JDP Oram,9
335993,"MA Chidambaram Stadium, Chepauk",1,BB McCullum,MS Gony,16
335993,"MA Chidambaram Stadium, Chepauk",1,RT Ponting,JDP Oram,0
335993,"MA Chidambaram Stadium, Chepauk",1,WP Saha,JDP Oram,0
335993,"MA Chidambaram Stadium, Chepauk",1,SC Ganguly,MS Gony,2
335993,"MA Chidambaram Stadium, Chepauk",1,WP Saha,MS Gony,15
335993,"MA Chidambaram Stadium, Chepauk",1,WP Saha,P Amarnath,12
335993,"MA Chidambaram Stadium, Chepauk",1,DJ Hussey,MS Gony,0
335993,"MA Chidambaram Stadium, Chepauk",2,PA Patel,AB Dinda,15
335993,"MA Chidambaram Stadium, Chepauk",2,ML Hayden,I Sharma,3
335993,"MA Chidambaram Stadium, Chepauk",2,PA Patel,I Sharma,7
335993,"MA Chidambaram Stadium, Chepauk",2,ML Hayden,AB Dinda,10
335993,"MA Chidambaram Stadium, Chepauk",2,ML Hayden,AB Agarkar,9
335993,"MA Chidambaram Stadium, Chepauk",2,PA Patel,AB Agarkar,1
335992,M Chinnaswamy Stadium,1,S Chanderpaul,SR Watson,1
335992,M Chinnaswamy Stadium,1,R Dravid,SR Watson,0
335992,M Chinnaswamy Stadium,1,LRPL Taylor,Sohail Tanvir,26
335992,M Chinnaswamy Stadium,1,S Chanderpaul,Sohail Tanvir,1
335992,M Chinnaswamy Stadium,1,LRPL Taylor,SR Watson,5
335992,M Chinnaswamy Stadium,1,JH Kallis,SR Watson,9
335992,M Chinnaswamy Stadium,1,JH Kallis,MM Patel,1
335992,M Chinnaswamy Stadium,1,LRPL Taylor,MM Patel,14
335992,M Chinnaswamy Stadium,2,GC Smith,P Kumar,3
335992,M Chinnaswamy Stadium,2,M Rawat,P Kumar,0
335992,M Chinnaswamy Stadium,2,YK Pathan,P Kumar,13
335992,M Chinnaswamy Stadium,2,GC Smith,Z Khan,12
335992,M Chinnaswamy Stadium,2,YK Pathan,Z Khan,8
335992,M Chinnaswamy Stadium,2,SR Watson,Z Khan,1
335992,M Chinnaswamy Stadium,2,GC Smith,R Vinay Kumar,6
335992,M Chinnaswamy Stadium,2,SR Watson,R Vinay Kumar,2
335994,Dr DY Patil Sports Academy,1,L Ronchi,RP Singh,5
335994,Dr DY Patil Sports Academy,1,ST Jayasuriya,RP Singh,2
335994,Dr DY Patil Sports Academy,1,L Ronchi,DNT Zoysa,8
335994,Dr DY Patil Sports Academy,1,AM Rahane,RP Singh,0
335994,Dr DY Patil Sports Academy,1,ST Jayasuriya,SB Bangar,3
335994,Dr DY Patil Sports Academy,1,AM Rahane,SB Bangar,0
335994,Dr DY Patil Sports Academy,1,RV Uthappa,DNT Zoysa,2
335994,Dr DY Patil Sports Academy,1,ST Jayasuriya,DNT Zoysa,2
335994,Dr DY Patil Sports Academy,1,RV Uthappa,Shahid Afridi,5
335994,Dr DY Patil Sports Academy,1,SM Pollock,Shahid Afridi,0
335994,Dr DY Patil Sports Academy,2,AC Gilchrist,A Nehra,14
335994,Dr DY Patil Sports Academy,2,VVS Laxman,A Nehra,5
335994,Dr DY Patil Sports Academy,2,VVS Laxman,SM Pollock,5
335994,Dr DY Patil Sports Academy,2,AC Gilchrist,SM Pollock,5
335994,Dr DY Patil Sports Academy,2,AC Gilchrist,DS Kulkarni,8
335994,Dr DY Patil Sports Academy,2,VVS Laxman,ST Jayasuriya,1
335994,Dr DY Patil Sports Academy,2,AC Gilchrist,ST Jayasuriya,9
335994,Dr DY Patil Sports Academy,2,AC Gilchrist,SD Chitnis,12
335994,Dr DY Patil Sports Academy,2,VVS Laxman,SD Chitnis,1
335995,"Punjab Cricket Association Stadium, Mohali",1,G Gambhir,B Lee,3
335995,"Punjab Cricket Association Stadium, Mohali",1,V Sehwag,B Lee,6
335995,"Punjab Cricket Association Stadium, Mohali",1,V Sehwag,IK Pathan,2
335995,"Punjab Cricket Association Stadium, Mohali",1,G Gambhir,IK Pathan,10
335995,"Punjab Cricket Association Stadium, Mohali",1,S Dhawan,IK Pathan,0
335995,"Punjab Cricket Association Stadium, Mohali",1,S Dhawan,B Lee,0
335995,"Punjab Cricket Association Stadium, Mohali",1,Shoaib Malik,B Lee,5
335995,"Punjab Cricket Association Stadium, Mohali",1,Shoaib Malik,IK Pathan,3
335995,"Punjab Cricket Association Stadium, Mohali",1,Shoaib Malik,S Sreesanth,6
335995,"Punjab Cricket Association Stadium, Mohali",1,G Gambhir,S Sreesanth,5
335995,"Punjab Cricket Association Stadium, Mohali",1,Shoaib Malik,VRV Singh,5
335995,"Punjab Cricket Association Stadium, Mohali",1,G Gambhir,VRV Singh,0
335995,"Punjab Cricket Association Stadium, Mohali",2,K Goel,GD McGrath,1
335995,"Punjab Cricket Association Stadium, Mohali",2,SM Katich,GD McGrath,18
335995,"Punjab Cricket Association Stadium, Mohali",2,SM Katich,Mohammad Asif,17
335995,"Punjab Cricket Association Stadium, Mohali",2,KC Sangakkara,Mohammad Asif,4
335995,"Punjab Cricket Association Stadium, Mohali",2,DPMD Jayawardene,GD McGrath,2
335995,"Punjab Cricket Association Stadium, Mohali",2,DPMD Jayawardene,Mohammad Asif,1
335995,"Punjab Cricket Association Stadium, Mohali",2,DPMD Jayawardene,MF Maharoof,11
335995,"Punjab Cricket Association Stadium, Mohali",2,SM Katich,MF Maharoof,1
335996,M Chinnaswamy Stadium,1,PA Patel,DW Steyn,2
335996,M Chinnaswamy Stadium,1,ML Hayden,DW Steyn,6
335996,M Chinnaswamy Stadium,1,PA Patel,Z Khan,11
335996,M Chinnaswamy Stadium,1,ML Hayden,Z Khan,9
335996,M Chinnaswamy Stadium,1,PA Patel,P Kumar,2
335996,M Chinnaswamy Stadium,1,MEK Hussey,P Kumar,1
335996,M Chinnaswamy Stadium,1,MEK Hussey,Z Khan,5
335996,M Chinnaswamy Stadium,2,B Chipli,JDP Oram,4
335996,M Chinnaswamy Stadium,2,W Jaffer,JDP Oram,4
335996,M Chinnaswamy Stadium,2,W Jaffer,MS Gony,12
335996,M Chinnaswamy Stadium,2,B Chipli,MS Gony,5
335996,M Chinnaswamy Stadium,2,LRPL Taylor,MS Gony,9
335996,M Chinnaswamy Stadium,2,LRPL Taylor,JDP Oram,11
335997,Eden Gardens,1,BB McCullum,SM Pollock,1
335997,Eden Gardens,1,SC Ganguly,SM Pollock,4
335997,Eden Gardens,1,RT Ponting,SM Pollock,2
335997,Eden Gardens,1,DB Das,SM Pollock,6
335997,Eden Gardens,1,RT Ponting,A Nehra,1
335997,Eden Gardens,1,DB Das,A Nehra,8
335997,Eden Gardens,1,RT Ponting,CRD Fernando,1
335997,Eden Gardens,1,DB Das,CRD Fernando,10
335997,Eden Gardens,1,DB Das,DS Kulkarni,5
335997,Eden Gardens,1,DB Das,DJ Bravo,1
335997,Eden Gardens,1,RT Ponting,DJ Bravo,1
335997,Eden Gardens,1,DJ Hussey,DJ Bravo,0
335997,Eden Gardens,2,AM Rahane,AB Agarkar,6
335997,Eden Gardens,2,ST Jayasuriya,I Sharma,18
335997,Eden Gardens,2,MK Pandey,AB Agarkar,1
335997,Eden Gardens,2,RV Uthappa,I Sharma,5
335997,Eden Gardens,2,MK Pandey,AB Dinda,0
335997,Eden Gardens,2,DJ Bravo,AB Dinda,4
335997,Eden Gardens,2,DJ Bravo,I Sharma,4
335998,Feroz Shah Kotla,1,G Gambhir,DW Steyn,13
335998,Feroz Shah Kotla,1,V Sehwag,DW Steyn,8
335998,Feroz Shah Kotla,1,G Gambhir,Z Khan,14
335998,Feroz Shah Kotla,1,V Sehwag,Z Khan,18
335998,Feroz Shah Kotla,1,G Gambhir,P Kumar,1
335998,Feroz Shah Kotla,1,S Dhawan,P Kumar,4
335998,Feroz Shah Kotla,2,P Kumar,GD McGrath,6
335998,Feroz Shah Kotla,2,LRPL Taylor,GD McGrath,13
335998,Feroz Shah Kotla,2,LRPL Taylor,Mohammad Asif,18
335998,Feroz Shah Kotla,2,W Jaffer,Mohammad Asif,7
335998,Feroz Shah Kotla,2,W Jaffer,GD McGrath,3
335998,Feroz Shah Kotla,2,JH Kallis,GD McGrath,1
335998,Feroz Shah Kotla,2,R Dravid,VY Mahesh,2
335998,Feroz Shah Kotla,2,JH Kallis,VY Mahesh,5
336000,Sawai Mansingh Stadium,1,GC Smith,AB Dinda,1
336000,Sawai Mansingh Stadium,1,SA Asnodkar,AB Dinda,5
336000,Sawai Mansingh Stadium,1,GC Smith,I Sharma,1
336000,Sawai Mansingh Stadium,1,SA Asnodkar,I Sharma,6
336000,Sawai Mansingh Stadium,1,M Kaif,AB Dinda,9
336000,Sawai Mansingh Stadium,1,M Kaif,I Sharma,4
336000,Sawai Mansingh Stadium,1,SA Asnodkar,AB Agarkar,12
336000,Sawai Mansingh Stadium,1,M Kaif,Umar Gul,2
336000,Sawai Mansingh Stadium,1,SA Asnodkar,Umar Gul,5
336000,Sawai Mansingh Stadium,2,Salman Butt,SR Watson,7
336000,Sawai Mansingh Stadium,2,SC Ganguly,SR Watson,8
336000,Sawai Mansingh Stadium,2,SC Ganguly,Sohail Tanvir,6
336000,Sawai Mansingh Stadium,2,Salman Butt,Sohail Tanvir,1
336000,Sawai Mansingh Stadium,2,AB Agarkar,Sohail Tanvir,14
336000,Sawai Mansingh Stadium,2,AB Agarkar,SR Watson,8
336000,Sawai Mansingh Stadium,2,BJ Hodge,SR Watson,0
336000,Sawai Mansingh Stadium,2,SC Ganguly,SK Trivedi,6
336000,Sawai Mansingh Stadium,2,BJ Hodge,SK Trivedi,1
335999,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,S Sreesanth,5
335999,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,S Sreesanth,18
335999,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,IK Pathan,11
335999,"Rajiv Gandhi International Stadium, Uppal",1,AC Gilchrist,IK Pathan,1
335999,"Rajiv Gandhi International Stadium, Uppal",1,HH Gibbs,IK Pathan,2
335999,"Rajiv Gandhi International Stadium, Uppal",1,HH Gibbs,S Sreesanth,1
335999,"Rajiv Gandhi International Stadium, Uppal",1,VVS Laxman,VRV Singh,9
335999,"Rajiv Gandhi International Stadium, Uppal",1,HH Gibbs,VRV Singh,3
335999,"Rajiv Gandhi International Stadium, Uppal",2,SE Marsh,RP Singh,11
335999,"Rajiv Gandhi International Stadium, Uppal",2,SE Marsh,DNT Zoysa,3
335999,"Rajiv Gandhi International Stadium, Uppal",2,RR Sarwan,DNT Zoysa,7
335999,"Rajiv Gandhi International Stadium, Uppal",2,RR Sarwan,Shahid Afridi,2
335999,"Rajiv Gandhi International Stadium, Uppal",2,SE Marsh,Shahid Afridi,9
335999,"Rajiv Gandhi International Stadium, Uppal",2,RR Sarwan,RP Singh,5
335999,"Rajiv Gandhi International Stadium, Uppal",2,SE Marsh,SB Bangar,3
335999,"Rajiv Gandhi International Stadium, Uppal",2,RR Sarwan,SB Bangar,1
336001,"MA Chidambaram Stadium, Chepauk",1,PA Patel,GD McGrath,2
336001,"MA Chidambaram Stadium, Chepauk",1,SP Fleming,GD McGrath,4
336001,"MA Chidambaram Stadium, Chepauk",1,SP Fleming,Mohammad Asif,2
336001,"MA Chidambaram Stadium, Chepauk",1,PA Patel,Mohammad Asif,5
336001,"MA Chidambaram Stadium, Chepauk",1,SP Fleming,VY Mahesh,10
336001,"MA Chidambaram Stadium, Chepauk",1,S Vidyut,VY Mahesh,6
336001,"MA Chidambaram Stadium, Chepauk",1,PA Patel,VY Mahesh,9
336001,"MA Chidambaram Stadium, Chepauk",1,S Vidyut,PJ Sangwan,6
336001,"MA Chidambaram Stadium, Chepauk",1,PA Patel,PJ Sangwan,3
336001,"MA Chidambaram Stadium, Chepauk",2,G Gambhir,M Ntini,12
336001,"MA Chidambaram Stadium, Chepauk",2,V Sehwag,M Ntini,13
336001,"MA Chidambaram Stadium, Chepauk",2,V Sehwag,MS Gony,27
336001,"MA Chidambaram Stadium, Chepauk",2,G Gambhir,MS Gony,2
336001,"MA Chidambaram Stadium, Chepauk",2,G Gambhir,JA Morkel,10
336003,"Punjab Cricket Association Stadium, Mohali",1,SE Marsh,I Sharma,7
336003,"Punjab Cricket Association Stadium, Mohali",1,SE Marsh,AB Agarkar,7
336003,"Punjab Cricket Association Stadium, Mohali",1,JR Hopes,AB Agarkar,9
336003,"Punjab Cricket Association Stadium, Mohali",1,JR Hopes,I Sharma,5
336003,"Punjab Cricket Association Stadium, Mohali",1,SE Marsh,AB Dinda,5
336003,"Punjab Cricket Association Stadium, Mohali",1,JR Hopes,AB Dinda,4
336003,"Punjab Cricket Association Stadium, Mohali",1,KC Sangakkara,AB Agarkar,7
336003,"Punjab Cricket Association Stadium, Mohali",1,KC Sangakkara,AB Dinda,5
336003,"Punjab Cricket Association Stadium, Mohali",2,Mohammad Hafeez,S Sreesanth,7
336003,"Punjab Cricket Association Stadium, Mohali",2,SC Ganguly,S Sreesanth,10
336003,"Punjab Cricket Association Stadium, Mohali",2,Mohammad Hafeez,IK Pathan,6
336003,"Punjab Cricket Association Stadium, Mohali",2,BJ Hodge,IK Pathan,1
336003,"Punjab Cricket Association Stadium, Mohali",2,DB Das,IK Pathan,1
336003,"Punjab Cricket Association Stadium, Mohali",2,DB Das,S Sreesanth,4
336003,"Punjab Cricket Association Stadium, Mohali",2,LR Shukla,IK Pathan,1
336003,"Punjab Cricket Association Stadium, Mohali",2,DJ Hussey,IK Pathan,1
336034,M Chinnaswamy Stadium,1,B Chipli,DP Vijaykumar,1
336034,M Chinnaswamy Stadium,1,W Jaffer,DP Vijaykumar,10
336034,M Chinnaswamy Stadium,1,W Jaffer,RP Singh,7
336034,M Chinnaswamy Stadium,1,B Chipli,RP Singh,9
336034,M Chinnaswamy Stadium,1,V Kohli,RP Singh,5
336034,M Chinnaswamy Stadium,1,W Jaffer,SB Styris,4
336034,M Chinnaswamy Stadium,1,V Kohli,SB Styris,3
336034,M Chinnaswamy Stadium,1,V Kohli,Shahid Afridi,2
336034,M Chinnaswamy Stadium,1,W Jaffer,Shahid Afridi,5
336034,M Chinnaswamy Stadium,2,AC Gilchrist,DW Steyn,7
336034,M Chinnaswamy Stadium,2,VVS Laxman,DW Steyn,6
336034,M Chinnaswamy Stadium,2,VVS Laxman,Z Khan,8
336034,M Chinnaswamy Stadium,2,AC Gilchrist,Z Khan,5
336034,M Chinnaswamy Stadium,2,HH Gibbs,DW Steyn,5
336034,M Chinnaswamy Stadium,2,HH Gibbs,P Kumar,0
336034,M Chinnaswamy Stadium,2,RG Sharma,P Kumar,1
336034,M Chinnaswamy Stadium,2,VVS Laxman,P Kumar,1
336005,Sawai Mansingh Stadium,1,PA Patel,Sohail Tanvir,0
336005,Sawai Mansingh Stadium,1,S Vidyut,Sohail Tanvir,1
336005,Sawai Mansingh Stadium,1,SP Fleming,Sohail Tanvir,0
336005,Sawai Mansingh Stadium,1,SK Raina,Sohail Tanvir,1
336005,Sawai Mansingh Stadium,1,S Vidyut,SR Watson,9
336005,Sawai Mansingh Stadium,1,S Badrinath,Sohail Tanvir,1
336005,Sawai Mansingh Stadium,1,S Badrinath,MM Patel,4
336005,Sawai Mansingh Stadium,1,SK Raina,SK Trivedi,11
336005,Sawai Mansingh Stadium,1,S Badrinath,SK Trivedi,3
336005,Sawai Mansingh Stadium,1,S Badrinath,SR Watson,8
336005,Sawai Mansingh Stadium,1,MS Dhoni,SR Watson,0
336005,Sawai Mansingh Stadium,2,GC Smith,M Ntini,15
336005,Sawai Mansingh Stadium,2,SA Asnodkar,MS Gony,19
336005,Sawai Mansingh Stadium,2,GC Smith,MS Gony,7
