matchid,venue,innings,batting_team,bowler,runs
829731,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,DJ Muthuswami,21
829731,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,AD Mathews,12
829751,Wankhede Stadium,1,Mumbai Indians,TA Boult,15
829751,Wankhede Stadium,1,Mumbai Indians,B Kumar,14
829751,Wankhede Stadium,1,Mumbai Indians,DW Steyn,17
829751,Wankhede Stadium,2,Sunrisers Hyderabad,Harbhajan Singh,27
829751,Wankhede Stadium,2,Sunrisers Hyderabad,MJ McClenaghan,12
829751,Wankhede Stadium,2,Sunrisers Hyderabad,SL Malinga,13
829753,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Karanveer Singh,26
829753,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Sandeep Sharma,21
829753,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Anureet Singh,4
829753,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,MG Johnson,3
829753,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,IC Pandey,17
829753,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,A Nehra,15
829753,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,MM Sharma,7
829757,Feroz Shah Kotla,1,Delhi Daredevils,MA Starc,9
829757,Feroz Shah Kotla,1,Delhi Daredevils,VR Aaron,21
829757,Feroz Shah Kotla,1,Delhi Daredevils,HV Patel,4
829757,Feroz Shah Kotla,1,Delhi Daredevils,D Wiese,4
829757,Feroz Shah Kotla,2,Royal Challengers Bangalore,NM Coulter-Nile,21
829757,Feroz Shah Kotla,2,Royal Challengers Bangalore,DJ Muthuswami,14
829757,Feroz Shah Kotla,2,Royal Challengers Bangalore,Imran Tahir,8
829757,Feroz Shah Kotla,2,Royal Challengers Bangalore,JP Duminy,7
829759,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Sandeep Sharma,21
829759,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,MG Johnson,25
829759,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Anureet Singh,10
829759,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,TA Boult,12
829759,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,B Kumar,9
829759,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,P Kumar,15
829765,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,PJ Cummins,16
829765,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,UT Yadav,27
829765,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,PP Chawla,10
829765,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,IC Pandey,18
829765,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,A Nehra,20
829765,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,MM Sharma,14
829765,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,R Ashwin,2
829723,Eden Gardens,1,Chennai Super Kings,PJ Cummins,35
829723,Eden Gardens,1,Chennai Super Kings,UT Yadav,17
829723,Eden Gardens,1,Chennai Super Kings,PP Chawla,12
829723,Eden Gardens,1,Chennai Super Kings,GB Hogg,5
829723,Eden Gardens,2,Kolkata Knight Riders,MM Sharma,17
829723,Eden Gardens,2,Kolkata Knight Riders,A Nehra,21
829767,Feroz Shah Kotla,1,Royal Challengers Bangalore,TG Southee,16
829767,Feroz Shah Kotla,1,Royal Challengers Bangalore,DS Kulkarni,17
829767,Feroz Shah Kotla,1,Royal Challengers Bangalore,JP Faulkner,14
829767,Feroz Shah Kotla,1,Royal Challengers Bangalore,SR Watson,5
829767,Feroz Shah Kotla,1,Kings XI Punjab,Z Khan,12
829767,Feroz Shah Kotla,1,Kings XI Punjab,JP Duminy,3
829767,Feroz Shah Kotla,1,Kings XI Punjab,NM Coulter-Nile,12
829767,Feroz Shah Kotla,2,Delhi Daredevils,Sandeep Sharma,11
829767,Feroz Shah Kotla,2,Delhi Daredevils,SN Thakur,19
829767,Feroz Shah Kotla,2,Delhi Daredevils,Anureet Singh,11
829769,Wankhede Stadium,1,Mumbai Indians,TG Southee,13
829769,Wankhede Stadium,1,Mumbai Indians,DS Kulkarni,18
829769,Wankhede Stadium,1,Mumbai Indians,J Theron,12
829769,Wankhede Stadium,1,Mumbai Indians,SR Watson,4
829769,Wankhede Stadium,2,Rajasthan Royals,MJ McClenaghan,21
829769,Wankhede Stadium,2,Rajasthan Royals,SL Malinga,9
829769,Wankhede Stadium,2,Rajasthan Royals,R Vinay Kumar,15
829769,Wankhede Stadium,2,Rajasthan Royals,J Suchith,10
829771,M Chinnaswamy Stadium,1,Kolkata Knight Riders,MA Starc,8
829771,M Chinnaswamy Stadium,1,Kolkata Knight Riders,VR Aaron,29
829771,M Chinnaswamy Stadium,1,Kolkata Knight Riders,HV Patel,7
829771,M Chinnaswamy Stadium,1,Kolkata Knight Riders,D Wiese,7
829771,M Chinnaswamy Stadium,1,Kolkata Knight Riders,YS Chahal,10
829771,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,PJ Cummins,18
829771,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,UT Yadav,18
829771,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,GB Hogg,23
829771,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,PP Chawla,3
829773,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,MM Sharma,32
829773,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,A Nehra,29
829773,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,RG More,15
829773,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,TA Boult,21
829773,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,B Kumar,16
829773,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,P Kumar,11
829773,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,MC Henriques,6
829775,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Sandeep Sharma,15
829775,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Anureet Singh,13
829775,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,MG Johnson,18
829775,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,AR Patel,5
829775,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,MJ McClenaghan,21
829775,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,SL Malinga,7
829775,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,R Vinay Kumar,8
829775,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,J Suchith,9
829777,Brabourne Stadium,1,Rajasthan Royals,Z Khan,22
829777,Brabourne Stadium,1,Rajasthan Royals,GS Sandhu,7
829777,Brabourne Stadium,1,Rajasthan Royals,NM Coulter-Nile,14
829777,Brabourne Stadium,2,Delhi Daredevils,TG Southee,7
829777,Brabourne Stadium,2,Delhi Daredevils,DS Kulkarni,22
829777,Brabourne Stadium,2,Delhi Daredevils,STR Binny,17
829777,Brabourne Stadium,2,Delhi Daredevils,SR Watson,9
829779,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,MA Starc,11
829779,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,YS Chahal,6
829779,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,D Wiese,13
829779,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,HV Patel,7
829779,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,IC Pandey,21
829779,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,A Nehra,13
829779,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,MM Sharma,8
829781,Eden Gardens,1,Kolkata Knight Riders,B Kumar,16
829781,Eden Gardens,1,Kolkata Knight Riders,DW Steyn,18
829781,Eden Gardens,1,Kolkata Knight Riders,P Kumar,11
829781,Eden Gardens,1,Kolkata Knight Riders,MC Henriques,10
829781,Eden Gardens,2,Sunrisers Hyderabad,UT Yadav,14
829781,Eden Gardens,2,Sunrisers Hyderabad,AD Russell,9
829781,Eden Gardens,2,Sunrisers Hyderabad,J Botha,7
829781,Eden Gardens,2,Sunrisers Hyderabad,GB Hogg,3
829783,Wankhede Stadium,1,Delhi Daredevils,SL Malinga,4
829783,Wankhede Stadium,1,Delhi Daredevils,MJ McClenaghan,17
829783,Wankhede Stadium,1,Delhi Daredevils,R Vinay Kumar,22
829783,Wankhede Stadium,1,Delhi Daredevils,Harbhajan Singh,1
829783,Wankhede Stadium,2,Mumbai Indians,Z Khan,14
829783,Wankhede Stadium,2,Mumbai Indians,NM Coulter-Nile,16
829783,Wankhede Stadium,2,Mumbai Indians,AD Mathews,11
829785,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sandeep Sharma,25
829785,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,MG Johnson,36
829785,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Anureet Singh,7
829785,M Chinnaswamy Stadium,2,Kings XI Punjab,MA Starc,15
829785,M Chinnaswamy Stadium,2,Kings XI Punjab,S Aravind,18
829785,M Chinnaswamy Stadium,2,Kings XI Punjab,HV Patel,1
829787,Brabourne Stadium,1,Sunrisers Hyderabad,DJ Hooda,13
829787,Brabourne Stadium,1,Sunrisers Hyderabad,CH Morris,17
829787,Brabourne Stadium,1,Sunrisers Hyderabad,DS Kulkarni,10
829787,Brabourne Stadium,1,Sunrisers Hyderabad,SR Watson,9
829787,Brabourne Stadium,1,Sunrisers Hyderabad,JP Faulkner,7
829787,Brabourne Stadium,2,Rajasthan Royals,B Kumar,17
829787,Brabourne Stadium,2,Rajasthan Royals,P Kumar,9
829787,Brabourne Stadium,2,Rajasthan Royals,I Sharma,10
829761,Eden Gardens,1,Kolkata Knight Riders,Z Khan,16
829761,Eden Gardens,1,Kolkata Knight Riders,JA Morkel,18
829761,Eden Gardens,1,Kolkata Knight Riders,JP Duminy,16
829761,Eden Gardens,2,Delhi Daredevils,UT Yadav,8
829761,Eden Gardens,2,Delhi Daredevils,AD Russell,18
829761,Eden Gardens,2,Delhi Daredevils,SP Narine,10
829789,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,MJ McClenaghan,18
829789,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,M de Lange,5
829789,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,J Suchith,7
829789,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,R Vinay Kumar,14
829789,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,R Ashwin,14
829789,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,MM Sharma,19
829789,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,A Nehra,28
829791,Eden Gardens,1,Kings XI Punjab,UT Yadav,20
829791,Eden Gardens,1,Kings XI Punjab,AD Russell,8
829791,Eden Gardens,1,Kings XI Punjab,SP Narine,8
829791,Eden Gardens,1,Kings XI Punjab,J Botha,9
829791,Eden Gardens,2,Kolkata Knight Riders,Sandeep Sharma,30
829791,Eden Gardens,2,Kolkata Knight Riders,BE Hendricks,10
829791,Eden Gardens,2,Kolkata Knight Riders,Anureet Singh,15
829791,Eden Gardens,2,Kolkata Knight Riders,AR Patel,2
829793,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,J Yadav,8
829793,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Z Khan,22
829793,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,NM Coulter-Nile,11
829793,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,B Kumar,7
829793,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,I Sharma,23
829793,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Parvez Rasool,6
829793,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,P Kumar,13
829795,Wankhede Stadium,1,Royal Challengers Bangalore,MJ McClenaghan,14
829795,Wankhede Stadium,1,Royal Challengers Bangalore,SL Malinga,6
829795,Wankhede Stadium,1,Royal Challengers Bangalore,JJ Bumrah,9
829795,Wankhede Stadium,1,Royal Challengers Bangalore,J Suchith,10
829795,Wankhede Stadium,2,Mumbai Indians,MA Starc,23
829795,Wankhede Stadium,2,Mumbai Indians,S Aravind,6
829795,Wankhede Stadium,2,Mumbai Indians,D Wiese,6
829795,Wankhede Stadium,2,Mumbai Indians,HV Patel,10
829797,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,CH Morris,7
829797,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,SR Watson,6
829797,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Ankit Sharma,10
829797,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,PV Tambe,13
829797,"MA Chidambaram Stadium, Chepauk",2,Rajasthan Royals,A Nehra,21
829797,"MA Chidambaram Stadium, Chepauk",2,Rajasthan Royals,MM Sharma,19
829799,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Sandeep Sharma,14
829799,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Anureet Singh,17
829799,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,BE Hendricks,18
829799,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Gurkeerat Singh,7
829799,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,B Kumar,10
829799,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,TA Boult,16
829799,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,I Sharma,16
829799,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Bipul Sharma,5
829801,Shaheed Veer Narayan Singh International Stadium,1,Chennai Super Kings,S Nadeem,10
829801,Shaheed Veer Narayan Singh International Stadium,1,Chennai Super Kings,Z Khan,6
829801,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,IC Pandey,7
829801,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,MM Sharma,17
829801,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,R Ashwin,4
829803,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,MA Starc,14
829803,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,S Aravind,31
829803,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,D Wiese,4
829803,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,HV Patel,7
829803,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,YS Chahal,16
829803,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Sandeep Sharma,20
829803,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,BE Hendricks,6
829803,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Anureet Singh,17
829803,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,R Dhawan,18
829805,Wankhede Stadium,1,Mumbai Indians,UT Yadav,6
829805,Wankhede Stadium,1,Mumbai Indians,M Morkel,25
829805,Wankhede Stadium,1,Mumbai Indians,Shakib Al Hasan,15
829805,Wankhede Stadium,2,Kolkata Knight Riders,SL Malinga,15
829805,Wankhede Stadium,2,Kolkata Knight Riders,MJ McClenaghan,14
829805,Wankhede Stadium,2,Kolkata Knight Riders,R Vinay Kumar,9
829805,Wankhede Stadium,2,Kolkata Knight Riders,Harbhajan Singh,12
829807,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,MA Starc,6
829807,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,HV Patel,9
829807,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,D Wiese,12
829807,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,AB Dinda,24
829807,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,YS Chahal,17
829807,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,DW Steyn,17
829807,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,B Kumar,39
829807,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,MC Henriques,3
829807,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,KV Sharma,14
829807,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,P Kumar,10
829809,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,P Negi,15
829809,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,IC Pandey,22
829809,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,A Nehra,4
829809,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Sandeep Sharma,9
829809,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,BE Hendricks,19
829809,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Gurkeerat Singh,12
